Time,Flow_count,Handoffq_drops,NAT,Tunnel_count,CPU,%usr,%sys,%idle,Total,Used,Free,Shared,Buffers,Cached,kbps_in,kbps_out
5:30:36 AM,,,,,,,,,,,,,,,4912.96,1533.21
5:30:37 AM,,,,,,,,,,,,,,,4570.67,160.27
5:30:38 AM,,,,,,,,,,,,,,,4444.89,28.92
5:30:39 AM,,,,,,,,,,,,,,,4418.67,30.85
5:30:40 AM,,,,,,,,,,,,,,,5373.56,2977.94
5:30:41 AM,,,,,,,,,,,,,,,6318.24,6316.8
5:30:42 AM,,,,,,,,,,,,,,,6303.79,6295.43
5:30:43 AM,,,,,,,,,,,,,,,6300.14,6290.64
5:30:44 AM,,,,,,,,,,,,,,,6294.75,6296.55
5:30:45 AM,,,,,,,,,,,,,,,6332.59,6324.14
5:30:46 AM,,,,,,,,,,,,,,,6346.78,6345.87
5:30:47 AM,,,,,,,,,,,,,,,6278.41,6278.78
5:30:48 AM,,,,,,,,,,,,,,,6297.04,6295.76
5:30:49 AM,,,,,,,,,,,,,,,5800.02,4576.54
5:30:50 AM,,,,,,,,,,,,,,,4656.13,240.61
5:30:51 AM,,,,,,,,,,,,,,,4555.6,97.79
5:30:52 AM,,,,,,,,,,,,,,,4536.75,91.04
5:30:53 AM,,,,,,,,,,,,,,,4568.03,154.24
5:30:54 AM,,,,,,,,,,,,,,,6235.25,6169.8
5:30:55 AM,,,,,,,,,,,,,,,6195.59,6192.35
5:30:56 AM,,,,,,,,,,,,,,,6488.1,6469.58
5:30:57 AM,,,,,,,,,,,,,,,6289.91,6293.42
5:30:58 AM,,,,,,,,,,,,,,,6272.76,6269.89
5:30:59 AM,,,,,,,,,,,,,,,6106.31,6106.17
5:31:00 AM,,,,,,,,,,,,,,,6219.34,6220.02
5:31:01 AM,,,,,,,,,,,,,,,6360.57,6351.06
5:31:02 AM,,,,,,,,,,,,,,,6346.48,6345.55
5:31:03 AM,,,,,,,,,,,,,,,4949.61,1697.23
5:31:04 AM,,,,,,,,,,,,,,,4420.38,27.96
5:31:05 AM,,,,,,,,,,,,,,,4411.12,32.04
5:31:06 AM,,,,,,,,,,,,,,,4522.7,155.45
5:31:07 AM,,,,,,,,,,,,,,,5285.42,2697.11
5:31:08 AM,,,,,,,,,,,,,,,6256.48,6248.78
5:31:09 AM,,,,,,,,,,,,,,,6157.85,6156.41
5:31:10 AM,,,,,,,,,,,,,,,6238.29,6235.1
5:31:11 AM,,,,,,,,,,,,,,,6332.13,6324.91
5:31:12 AM,,,,,,,,,,,,,,,6282.36,6271.81
5:31:13 AM,,,,,,,,,,,,,,,6277.61,6276.85
5:31:14 AM,,,,,,,,,,,,,,,6275.38,6275.56
5:31:15 AM,,,,,,,,,,,,,,,6244.87,6243.72
5:31:16 AM,,,,,,,,,,,,,,,6041.98,5256.28
5:31:17 AM,,,,,,,,,,,,,,,4512.67,100.11
5:31:18 AM,,,,,,,,,,,,,,,4460.71,25.88
5:31:19 AM,,,,,,,,,,,,,,,4496.11,57.82
5:31:20 AM,,,,,,,,,,,,,,,4555.95,153.58
5:31:21 AM,,,,,,,,,,,,,,,6218.65,5684.98
5:31:22 AM,,,,,,,,,,,,,,,6310.84,6302.93
5:31:23 AM,,,,,,,,,,,,,,,6402.89,6396.01
5:31:24 AM,,,,,,,,,,,,,,,6265.82,6265.09
5:31:25 AM,,,,,,,,,,,,,,,6206.52,6206.1
5:31:26 AM,,,,,,,,,,,,,,,6414.38,6403.22
5:31:27 AM,,,,,,,,,,,,,,,6321.87,6318.96
5:31:28 AM,,,,,,,,,,,,,,,6293.22,6292.01
5:31:29 AM,,,,,,,,,,,,,,,6259.41,6262.96
5:31:30 AM,,,,,,,,,,,,,,,5160.29,2184.93
5:31:31 AM,,,,,,,,,,,,,,,4526.07,87.77
5:31:32 AM,,,,,,,,,,,,,,,4455.41,26.57
5:31:33 AM,,,,,,,,,,,,,,,4433.44,30.43
5:31:34 AM,,,,,,,,,,,,,,,5076.81,2337.96
